type,country,state,activity,sex,age,fatal,time,species,year,month
Unprovoked,diego garcia,nan,swimming,m,33.0,Y,,,2013,7
Unprovoked,usa,north carolina,wading,f,63.0,N,afternoon,,2013,7
Unprovoked,australia,victoria,surfing/bodyboarding,m,29.0,N,,,2013,7
Unprovoked,taiwan,taitung,fishing,m,,N,,,2013,6
Unprovoked,usa,florida,swimming,m,,N,,bull,2013,6
Unprovoked,usa,south carolina,swimming,m,14.0,N,afternoon,,2013,6
Unprovoked,usa,hawaii,swimming,m,28.0,N,afternoon,tiger,2013,6
Unprovoked,usa,texas,swimming,m,15.0,N,afternoon,,2013,6
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,,N,morning,,2013,6
Unprovoked,usa,florida,surfing/bodyboarding,f,,N,,,2013,6
Unprovoked,usa,south carolina,surfing/bodyboarding,f,10.0,N,afternoon,,2013,6
Unprovoked,australia,new south wales,surfing/bodyboarding,m,,N,afternoon,,2013,6
Unprovoked,usa,hawaii,diving,m,32.0,N,,galapagos,2013,5
Unprovoked,usa,florida,swimming,m,11.0,N,afternoon,,2013,5
Unprovoked,brazil,pernambuco,,m,41.0,Y,,,2013,5
Unprovoked,ecuador,santa cruz island,surfing/bodyboarding,m,29.0,N,afternoon,galapagos,2014,5
Unprovoked,reunion,saint-gilles,surfing/bodyboarding,m,36.0,Y,morning,bull,2013,5
Unprovoked,usa,florida,surfing/bodyboarding,m,16.0,N,morning,,2013,5
Unprovoked,mexico,quintana roo,swimming,f,34.0,N,afternoon,tiger,2013,4
Unprovoked,australia,new south wales,fishing,m,51.0,N,afternoon,nurse,2013,4
Unprovoked,usa,florida,swimming,m,9.0,N,morning,,2013,4
Unprovoked,south africa,western cape province,diving,m,,N,,blue,2013,4
Unprovoked,usa,florida,surfing/bodyboarding,m,21.0,N,afternoon,bull,2013,4
Unprovoked,guam,nan,,m,40.0,Y,,,2013,4
Unprovoked,french polynesia,tuamotus,SUP/foiling,m,53.0,N,afternoon,reef,2013,4
Unprovoked,usa,florida,swimming,m,50.0,N,,,2013,4
Unprovoked,usa,hawaii,surfing/bodyboarding,m,58.0,N,morning,,2013,4
Unprovoked,seychelles,nan,diving,m,34.0,N,,,2013,3
Unprovoked,belize,nan,swimming,f,,N,,nurse,2013,3
Unprovoked,bahamas,eleuthera,fishing,m,50.0,N,,,2013,3
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,,N,,,2013,3
Unprovoked,jamaica,st. catherine,dive fishing,m,68.0,Y,morning,tiger,2013,3
Unprovoked,australia,western australia,dive fishing,m,28.0,N,morning,bronze whaler,2013,3
Unprovoked,philippines,palawan,swimming,m,,N,,,2013,3
Unprovoked,south africa,eastern cape province,swimming,m,39.0,N,,,2013,3
Unprovoked,new zealand,north island,swimming,m,46.0,Y,afternoon,great white,2013,2
Unprovoked,usa,hawaii,surfing/bodyboarding,,,N,evening,reef,2013,2
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,evening,reef,2013,2
Unprovoked,usa,florida,surfing/bodyboarding,m,16.0,N,afternoon,blacktip,2013,2
Unprovoked,french polynesia,society islands,diving,m,48.0,N,morning,lemon,2013,2
Unprovoked,jamaica,kingston parish,,m,18.0,N,,,2013,2
Unprovoked,australia,queensland,surfing/bodyboarding,m,,N,,,2013,1
Unprovoked,usa,hawaii,surfing/bodyboarding,m,43.0,N,afternoon,tiger,2013,1
Unprovoked,new zealand,mercury islands,dive fishing,m,,N,,bronze whaler,2013,1
Unprovoked,australia,western australia,dive fishing,m,26.0,N,morning,,2013,1
Unprovoked,usa,florida,swimming,m,,N,afternoon,,2012,12
Unprovoked,australia,new south wales,surfing/bodyboarding,m,23.0,N,afternoon,,2012,12
Unprovoked,australia,new south wales,SUP/foiling,m,29.0,N,morning,bull,2012,12
Unprovoked,south africa,eastern cape province,swimming,m,20.0,Y,,tiger,2012,12
Unprovoked,australia,western australia,surfing/bodyboarding,m,32.0,N,morning,tiger,2012,12
Unprovoked,usa,hawaii,surfing/bodyboarding,m,60.0,N,afternoon,,2012,12
Unprovoked,australia,new south wales,dive fishing,m,31.0,N,afternoon,tiger,2012,12
Unprovoked,new zealand,south island,diving,f,25.0,N,,sevengill,2012,12
Unprovoked,usa,hawaii,swimming,m,61.0,N,morning,tiger,2012,11
Unprovoked,mexico,sinaloa,swimming,m,32.0,Y,morning,,2012,11
Unprovoked,usa,florida,surfing/bodyboarding,m,14.0,N,evening,,2012,11
Unprovoked,usa,hawaii,diving,m,30.0,N,morning,tiger,2012,11
Unprovoked,usa,hawaii,surfing/bodyboarding,m,43.0,N,morning,tiger,2012,11
Unprovoked,usa,california,surfing/bodyboarding,m,25.0,N,afternoon,great white,2012,10
Unprovoked,usa,hawaii,swimming,f,51.0,N,afternoon,tiger,2012,10
Unprovoked,usa,california,surfing/bodyboarding,m,39.0,Y,morning,great white,2012,10
Unprovoked,usa,florida,,f,35.0,N,,,2012,10
Unprovoked,usa,florida,surfing/bodyboarding,m,24.0,N,morning,,2012,10
Unprovoked,usa,hawaii,SUP/foiling,m,55.0,N,morning,,2012,10
Unprovoked,nigeria,delta,wading,f,38.0,N,,,2012,10
Unprovoked,usa,california,surfing/bodyboarding,m,42.0,N,evening,,2012,10
Unprovoked,australia,western australia,surfing/bodyboarding,m,11.0,N,afternoon,,2012,10
Unprovoked,usa,florida,surfing/bodyboarding,m,21.0,N,afternoon,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,m,22.0,N,afternoon,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,m,52.0,N,afternoon,,2012,9
Unprovoked,tonga,vava'u,swimming,f,29.0,N,,bull,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,,19.0,N,afternoon,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,m,25.0,N,afternoon,,2012,9
Unprovoked,usa,florida,swimming,m,,N,afternoon,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,m,35.0,N,afternoon,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,m,37.0,N,morning,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,m,32.0,N,morning,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,f,8.0,N,evening,,2012,9
Unprovoked,usa,florida,surfing/bodyboarding,f,56.0,N,afternoon,,2012,9
Unprovoked,australia,western australia,surfing/bodyboarding,m,34.0,N,afternoon,,2012,8
Unprovoked,brazil,pernambuco,swimming,m,18.0,Y,afternoon,,2012,8
Unprovoked,usa,alabama,wading,m,31.0,N,,,2012,8
Unprovoked,usa,florida,diving,m,56.0,N,afternoon,lemon,2012,8
Unprovoked,reunion,saint leu,surfing/bodyboarding,m,39.0,N,evening,bull,2012,8
Unprovoked,french polynesia,tuamotus,dive fishing,m,,N,,lemon,2012,8
Unprovoked,usa,california,surfing/bodyboarding,m,17.0,N,morning,,2012,7
Unprovoked,australia,south australia,surfing/bodyboarding,m,48.0,N,afternoon,bronze whaler,2012,7
Unprovoked,usa,hawaii,surfing/bodyboarding,m,44.0,N,afternoon,,2012,7
Unprovoked,usa,massachusetts,surfing/bodyboarding,m,50.0,N,afternoon,great white,2012,7
Unprovoked,reunion,trois-bassins,surfing/bodyboarding,m,22.0,Y,afternoon,,2012,7
Unprovoked,australia,western australia,surfing/bodyboarding,m,24.0,Y,morning,great white,2012,7
Unprovoked,usa,north carolina,swimming,f,43.0,N,evening,,2012,7
Unprovoked,bahamas,eleuthera,dive fishing,m,,N,,,2012,7
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,29.0,N,afternoon,,2012,7
Unprovoked,usa,florida,swimming,m,6.0,N,evening,bull,2012,6
Unprovoked,usa,florida,surfing/bodyboarding,m,26.0,N,afternoon,,2012,6
Unprovoked,usa,hawaii,wading,f,16.0,N,morning,reef,2012,6
Unprovoked,australia,tasmania,surfing/bodyboarding,m,,N,,,2012,6
Unprovoked,usa,florida,swimming,m,12.0,N,afternoon,,2012,6
Unprovoked,australia,western australia,small watercraft,m,62.0,N,morning,,2012,6
Unprovoked,usa,north carolina,wading,f,6.0,N,morning,,2012,6
Unprovoked,usa,south carolina,swimming,f,18.0,N,afternoon,blacktip,2012,6
Unprovoked,usa,south carolina,swimming,m,,N,afternoon,,2012,6
Unprovoked,usa,south carolina,swimming,m,,N,afternoon,blacktip,2012,6
Unprovoked,usa,south carolina,swimming,m,16.0,N,afternoon,blacktip,2012,6
Unprovoked,australia,victoria,surfing/bodyboarding,m,42.0,N,morning,,2012,6
Unprovoked,australia,new south wales,small watercraft,m,30.0,N,afternoon,great white,2012,6
Unprovoked,usa,florida,surfing/bodyboarding,f,12.0,N,,,2012,6
Unprovoked,usa,south carolina,surfing/bodyboarding,m,25.0,N,evening,,2012,6
Unprovoked,usa,north carolina,wading,f,33.0,N,afternoon,,2012,5
Unprovoked,mexico,guerrero,dive fishing,m,46.0,N,morning,bull,2012,5
Unprovoked,usa,florida,surfing/bodyboarding,m,22.0,N,afternoon,,2012,5
Unprovoked,fiji,nan,dive fishing,m,20.0,N,,,2012,5
Unprovoked,usa,florida,swimming,f,47.0,N,morning,,2012,5
Unprovoked,usa,california,SUP/foiling,f,15.0,N,morning,great white,2012,5
Unprovoked,usa,florida,surfing/bodyboarding,m,28.0,N,evening,,2012,4
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,20.0,Y,afternoon,great white,2012,4
Unprovoked,usa,hawaii,surfing/bodyboarding,m,28.0,N,afternoon,tiger,2012,4
Unprovoked,usa,florida,,m,,N,,,2013,4
Unprovoked,australia,western australia,diving,m,33.0,Y,morning,great white,2012,3
Unprovoked,usa,florida,surfing/bodyboarding,m,21.0,N,afternoon,,2012,3
Unprovoked,australia,queensland,surfing/bodyboarding,m,20.0,N,evening,bull,2012,3
Unprovoked,usa,florida,surfing/bodyboarding,m,61.0,N,afternoon,bull,2012,3
Unprovoked,usa,florida,surfing/bodyboarding,f,15.0,N,afternoon,,2012,3
Unprovoked,usa,florida,surfing/bodyboarding,m,17.0,N,afternoon,,2012,3
Unprovoked,new zealand,north island,surfing/bodyboarding,m,,N,evening,,2012,3
Unprovoked,reunion,saint-benoit,surfing/bodyboarding,m,31.0,N,afternoon,,2012,3
Unprovoked,usa,florida,surfing/bodyboarding,m,19.0,N,afternoon,,2012,3
Unprovoked,australia,new south wales,fishing,m,,N,afternoon,nurse,2012,2
Unprovoked,australia,queensland,surfing/bodyboarding,m,29.0,N,afternoon,,2012,2
Unprovoked,usa,hawaii,swimming,,,N,morning,,2012,1
Unprovoked,australia,western australia,swimming,m,26.0,N,afternoon,tiger,2012,1
Unprovoked,bahamas,nan,diving,m,,N,,tiger,2012,1
Unprovoked,australia,new south wales,surfing/bodyboarding,m,44.0,N,afternoon,great white,2012,1
Unprovoked,south africa,eastern cape province,swimming,m,25.0,Y,afternoon,bull,2012,1
Unprovoked,usa,oregon,surfing/bodyboarding,m,53.0,N,,great white,2012,1
Unprovoked,australia,new south wales,surfing/bodyboarding,m,28.0,N,evening,,2012,1
Unprovoked,australia,queensland,dive fishing,m,34.0,N,morning,tiger,2012,1
Unprovoked,usa,florida,,m,,N,evening,,2011,12
Unprovoked,ecuador,santa elena,surfing/bodyboarding,m,23.0,N,evening,,2011,12
Unprovoked,usa,florida,surfing/bodyboarding,m,27.0,N,afternoon,,2011,12
Unprovoked,australia,new south wales,surfing/bodyboarding,m,51.0,N,morning,great white,2011,12
Unprovoked,australia,new south wales,surfing/bodyboarding,m,14.0,N,,wobbegong,2011,12
Unprovoked,usa,oregon,surfing/bodyboarding,f,,N,morning,,2011,12
Unprovoked,australia,new south wales,surfing/bodyboarding,m,63.0,N,morning,,2011,12
Unprovoked,indonesia,bali,surfing/bodyboarding,m,18.0,N,afternoon,,2011,11
Unprovoked,australia,queensland,swimming,m,10.0,N,afternoon,wobbegong,2011,11
Unprovoked,papua new guinea,east new britain,diving,m,,N,,,2011,11
Unprovoked,brazil,pernambuco,surfing/bodyboarding,m,35.0,N,,,2011,11
Unprovoked,reunion,bois-blanc,dive fishing,m,42.0,N,morning,,2011,11
Unprovoked,usa,california,surfing/bodyboarding,m,27.0,N,,great white,2011,10
Unprovoked,united kingdom,moray,surfing/bodyboarding,m,26.0,N,,,2011,10
Unprovoked,australia,western australia,diving,m,32.0,Y,afternoon,great white,2011,10
Unprovoked,usa,oregon,surfing/bodyboarding,m,41.0,N,,great white,2011,10
Unprovoked,australia,victoria,diving,m,50.0,N,afternoon,,2011,10
Unprovoked,usa,florida,surfing/bodyboarding,m,,N,,,2011,10
Unprovoked,usa,oregon,surfing/bodyboarding,m,,N,,,2011,10
Unprovoked,australia,western australia,swimming,m,64.0,Y,morning,,2011,10
Unprovoked,usa,florida,fishing,m,,N,afternoon,,2011,10
Unprovoked,usa,alabama,,m,29.0,N,,,2011,10
Unprovoked,south africa,western cape province,swimming,m,43.0,N,afternoon,great white,2011,9
Unprovoked,usa,florida,dive fishing,m,21.0,N,afternoon,bull,2011,9
Unprovoked,usa,south carolina,swimming,m,5.0,N,morning,,2011,9
Unprovoked,reunion,saint-gilles,surfing/bodyboarding,m,38.0,Y,afternoon,,2011,9
Unprovoked,kenya,coast province,swimming,m,17.0,Y,,,2011,9
Unprovoked,usa,florida,surfing/bodyboarding,m,25.0,N,morning,,2011,9
Unprovoked,usa,california,surfing/bodyboarding,m,37.0,N,afternoon,,2011,9
Unprovoked,papua new guinea,central province,surfing/bodyboarding,m,30.0,N,afternoon,tiger,2011,9
Unprovoked,usa,hawaii,surfing/bodyboarding,,,N,afternoon,,2011,9
Unprovoked,australia,western australia,surfing/bodyboarding,m,21.0,Y,afternoon,great white,2011,9
Unprovoked,usa,florida,surfing/bodyboarding,m,19.0,N,morning,spinner,2011,9
Unprovoked,usa,florida,surfing/bodyboarding,m,19.0,N,morning,,2011,8
Unprovoked,usa,texas,fishing,f,39.0,N,evening,,2011,8
Unprovoked,russia,primorsky krai,wading,m,,N,morning,,2011,8
Unprovoked,usa,north carolina,surfing/bodyboarding,m,21.0,N,,,2011,8
Unprovoked,usa,north carolina,,m,10.0,N,afternoon,,2011,8
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,49.0,Y,morning,great white,2011,8
Unprovoked,russia,"peter the great bay, khasan, primorsky krai (far east)",swimming,m,16.0,N,,,2011,8
Unprovoked,usa,north carolina,wading,f,25.0,N,evening,tiger,2011,8
Unprovoked,russia,"telyakovsky bay, khasan,  primorsky krai (far east)",swimming,m,25.0,N,evening,,2011,8
Unprovoked,french polynesia,society islands,surfing/bodyboarding,m,32.0,N,afternoon,reef,2011,8
Unprovoked,usa,puerto rico,swimming,m,27.0,N,night,,2011,8
Unprovoked,seychelles,praslin,swimming,m,30.0,Y,afternoon,bull,2011,8
Unprovoked,usa,north carolina,swimming,m,54.0,N,afternoon,,2011,8
Unprovoked,seychelles,praslin,diving,m,36.0,Y,afternoon,,2011,8
Unprovoked,usa,new jersey,fishing,m,,N,night,,2011,7
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,29.0,N,morning,great white,2011,7
Unprovoked,usa,north carolina,surfing/bodyboarding,f,6.0,N,evening,,2011,7
Unprovoked,usa,texas,fishing,m,,N,evening,,2011,7
Unprovoked,bahamas,grand bahama island,diving,m,54.0,N,afternoon,,2011,7
Unprovoked,usa,texas,swimming,m,12.0,N,evening,,2011,7
Unprovoked,usa,texas,fishing,m,14.0,N,,,2011,7
Unprovoked,reunion,saint-gilles,surfing/bodyboarding,m,16.0,N,afternoon,,2011,7
Unprovoked,columbia,sucre,small watercraft,m,17.0,N,morning,,2011,7
Unprovoked,turks & caicos,middle caicos,swimming,m,28.0,N,afternoon,,2011,6
Unprovoked,brazil,pernambuco,surfing/bodyboarding,m,21.0,N,morning,,2011,6
Unprovoked,south africa,kwazulu-natal,diving,m,22.0,N,afternoon,bull,2011,6
Unprovoked,usa,north carolina,swimming,f,10.0,N,afternoon,bull,2008,6
Unprovoked,usa,california,surfing/bodyboarding,m,,N,afternoon,great white,2011,6
Unprovoked,usa,florida,small watercraft,m,20.0,N,afternoon,,2011,6
Unprovoked,turks & caicos,caicos bank,dive fishing,m,35.0,N,,,2011,6
Unprovoked,costa rica,guanacaste,surfing/bodyboarding,m,15.0,Y,afternoon,,2011,6
Unprovoked,reunion,saint-gilles-les-bains,surfing/bodyboarding,m,31.0,Y,evening,,2011,6
Unprovoked,usa,florida,diving,m,28.0,N,afternoon,blacktip,2011,6
Unprovoked,columbia,san andrés archipelago,dive fishing,m,24.0,N,,,2011,6
Unprovoked,usa,california,dive fishing,m,28.0,N,,sevengill,2011,6
Unprovoked,usa,florida,wading,m,19.0,N,afternoon,,2011,6
Unprovoked,malaysia,kedah,swimming,f,,N,,reef,2011,6
Unprovoked,usa,texas,wading,f,22.0,N,afternoon,,2011,5
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,33.0,N,,great white,2011,5
Unprovoked,usa,hawaii,surfing/bodyboarding,f,,N,afternoon,tiger,2011,5
Unprovoked,usa,hawaii,SUP/foiling,f,,N,afternoon,tiger,2011,5
Unprovoked,south africa,kwazulu-natal,dive fishing,m,28.0,Y,afternoon,bull,2011,5
Unprovoked,usa,florida,surfing/bodyboarding,m,86.0,N,afternoon,,2011,5
Unprovoked,new caledonia,north province,SUP/foiling,m,15.0,Y,morning,tiger,2011,5
Unprovoked,usa,florida,surfing/bodyboarding,m,37.0,N,morning,,2011,5
Unprovoked,south africa,kwazulu-natal,dive fishing,m,37.0,N,,,2011,5
Unprovoked,usa,florida,dive fishing,m,32.0,N,,bull,2011,4
Unprovoked,australia,western australia,wading,m,17.0,N,afternoon,reef,2011,4
Unprovoked,usa,florida,surfing/bodyboarding,m,49.0,N,afternoon,,2011,4
Unprovoked,new zealand,south island,surfing/bodyboarding,m,41.0,N,afternoon,bronze whaler,2011,4
Unprovoked,indonesia,bali,surfing/bodyboarding,m,,N,morning,bull,2011,4
Unprovoked,fiji,vitu levu,diving,m,27.0,N,afternoon,,2011,4
Unprovoked,mexico,quintana roo,swimming,f,,N,,bull,2011,3
Unprovoked,australia,new south wales,surfing/bodyboarding,m,48.0,N,evening,bull,2011,3
Unprovoked,mexico,quintana roo,swimming,m,46.0,N,,,2011,3
Unprovoked,fiji,nan,fishing,m,30.0,N,afternoon,,2011,3
Unprovoked,australia,new south wales,,f,24.0,N,afternoon,,2011,3
Unprovoked,australia,new south wales,surfing/bodyboarding,m,,N,,,2011,3
Unprovoked,new caledonia,loyalty islands,dive fishing,m,21.0,N,afternoon,,2011,2
Unprovoked,reunion,saint gilles,surfing/bodyboarding,m,32.0,N,evening,,2011,2
Unprovoked,australia,south australia,diving,m,49.0,Y,evening,great white,2011,2
Unprovoked,australia,western australia,swimming,m,58.0,N,afternoon,,2011,2
Unprovoked,south africa,eastern cape province,fishing,m,37.0,N,,,2011,2
Unprovoked,mexico,quintana roo,swimming,f,38.0,N,afternoon,,2011,1
Unprovoked,bahamas,west end,diving,m,55.0,N,afternoon,reef,2011,1
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,16.0,Y,afternoon,,2011,1
Unprovoked,mexico,quintana roo,,m,37.0,N,,,2011,1
Unprovoked,usa,hawaii,surfing/bodyboarding,m,16.0,N,afternoon,,2010,12
Unprovoked,fiji,vitu levu,surfing/bodyboarding,m,,N,morning,,2010,12
Unprovoked,usa,hawaii,surfing/bodyboarding,m,46.0,N,afternoon,,2010,12
Unprovoked,egypt,south sinai peninsula,swimming,f,70.0,Y,afternoon,whitetip,2010,12
Unprovoked,indonesia,bali,surfing/bodyboarding,m,,N,,,2010,12
Unprovoked,egypt,south sinai peninsula,swimming,m,54.0,N,morning,mako,2010,12
Unprovoked,egypt,south sinai peninsula,swimming,m,46.0,N,morning,mako,2010,12
Unprovoked,egypt,south sinai peninsula,swimming,f,70.0,N,afternoon,whitetip,2010,11
Unprovoked,egypt,south sinai peninsula,swimming,f,48.0,N,afternoon,whitetip,2010,11
Unprovoked,samoa,nan,fishing,m,47.0,N,morning,,2010,11
Unprovoked,dominican republic,nan,diving,m,21.0,Y,morning,,2010,11
Unprovoked,indonesia,bali,surfing/bodyboarding,m,,N,,,2010,11
Unprovoked,australia,western australia,swimming,f,20.0,N,afternoon,great white,2010,10
Unprovoked,australia,western australia,dive fishing,m,,N,,,2010,10
Unprovoked,usa,oregon,surfing/bodyboarding,m,,N,afternoon,,2010,10
Unprovoked,usa,maine,diving,m,30.0,N,afternoon,,2010,10
Unprovoked,australia,western australia,surfing/bodyboarding,m,14.0,N,,,2010,10
Unprovoked,usa,california,surfing/bodyboarding,m,19.0,Y,morning,great white,2010,10
Unprovoked,egypt,south sinai peninsula,swimming,f,,N,morning,,2010,10
Unprovoked,australia,new south wales,surfing/bodyboarding,m,22.0,N,afternoon,bull,2010,10
Unprovoked,bahamas,exuma islands,swimming,m,,N,,lemon,2010,10
Unprovoked,bahamas,abaco islands,surfing/bodyboarding,f,,N,afternoon,lemon,2010,10
Unprovoked,south africa,western cape province,surfing/bodyboarding,m,,N,afternoon,,2010,10
Unprovoked,usa,oregon,surfing/bodyboarding,m,29.0,N,afternoon,great white,2010,9
Unprovoked,usa,virginia,surfing/bodyboarding,m,18.0,N,afternoon,,2010,9
Unprovoked,south africa,western cape province,swimming,m,29.0,Y,,great white,2010,9
Unprovoked,australia,new south wales,surfing/bodyboarding,m,15.0,N,evening,,2010,9
Unprovoked,usa,florida,swimming,m,27.0,N,,,2010,9
Unprovoked,tonga,ha'api,swimming,m,24.0,N,afternoon,,2010,9
Unprovoked,usa,florida,surfing/bodyboarding,m,,N,,,2010,9
Unprovoked,usa,florida,surfing/bodyboarding,m,24.0,N,afternoon,,2010,9
Unprovoked,usa,florida,surfing/bodyboarding,m,24.0,N,morning,,2010,9
Unprovoked,solomon islands,western province,,m,34.0,N,,,2010,9
Unprovoked,usa,florida,surfing/bodyboarding,m,10.0,N,morning,,2010,8
Unprovoked,australia,western australia,surfing/bodyboarding,m,31.0,Y,morning,great white,2010,8
Unprovoked,south korea,jeju province,swimming,f,16.0,N,afternoon,,2010,8
Unprovoked,australia,new south wales,surfing/bodyboarding,m,47.0,N,morning,,2010,8
Unprovoked,usa,north carolina,surfing/bodyboarding,m,25.0,N,afternoon,,2010,8
Unprovoked,malta,nan,surfing/bodyboarding,m,35.0,N,,,2010,8
Unprovoked,usa,florida,wading,f,37.0,N,morning,,2010,8
Unprovoked,usa,south carolina,wading,m,16.0,N,,,2010,7
Unprovoked,usa,florida,surfing/bodyboarding,m,20.0,N,afternoon,,2010,7
Unprovoked,usa,south carolina,swimming,m,10.0,N,morning,blacktip,2010,7
Unprovoked,usa,north carolina,swimming,f,13.0,N,afternoon,tiger,2010,7
Unprovoked,usa,florida,surfing/bodyboarding,m,55.0,N,,spinner,2010,7
Unprovoked,usa,texas,fishing,m,,N,,,2010,7
Unprovoked,south africa,kwazulu-natal,swimming,f,21.0,N,,,2010,7
Unprovoked,usa,california,surfing/bodyboarding,m,19.0,N,evening,,2010,7
Unprovoked,usa,california,SUP/foiling,m,48.0,N,afternoon,,2010,7
Unprovoked,usa,texas,surfing/bodyboarding,m,20.0,N,,bull,2010,6
